vocabulary,ni,occurrences
alfandegarias,6,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 2], ['23', 2]]"
algarismos,2,"[['21', 1], ['23', 1]]"
algo,2,"[['3', 1], ['4', 1]]"
alguma,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['24', 1]]"
algumas,1,"[['4', 1]]"
algunas,1,"[['3', 1]]"
alguns,4,"[['3', 16], ['4', 14], ['7', 14], ['9', 13]]"
aliado,1,"[['3', 1]]"
alimentacao,2,"[['8', 1], ['20', 1]]"
alimentares,2,"[['20', 1], ['43', 2]]"
alimentos,7,"[['1', 3], ['2', 2], ['3', 7], ['4', 7], ['7', 7], ['8', 2], ['9', 7]]"
all,11,"[['9', 2], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['22', 15], ['23', 3], ['24', 2], ['43', 1]]"
alloy,1,"[['60', 1]]"
almost,1,"[['23', 1]]"
alot,1,"[['23', 1]]"
also,2,"[['9', 1], ['22', 1]]"
alta,3,"[['11', 1], ['15', 1], ['69', 1]]"
alteracao,2,"[['21', 1], ['23', 1]]"
alterados,12,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
alternativos,1,"[['9', 1]]"
alterne,2,"[['68', 1], ['74', 1]]"
although,1,"[['22', 1]]"
alto,2,"[['11', 1], ['15', 2]]"
altos,1,"[['22', 1]]"
altura,1,"[['9', 1]]"
aluminum,1,"[['24', 1]]"
alves,1,"[['3', 2]]"
alvo,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
always,1,"[['9', 1]]"
ama,1,"[['1', 1]]"
ama.,1,"[['64', 1]]"
amarelo,1,"[['2', 1]]"
amarico,1,"[['18', 1]]"
amazfit,1,"[['2', 2]]"
amazing,1,"[['22', 1]]"
amazon,7,"[['1', 13], ['2', 12], ['3', 17], ['4', 15], ['7', 17], ['8', 12], ['9', 10]]"
amazon.,5,"[['1', 1], ['3', 2], ['4', 1], ['7', 1], ['9', 1]]"
amazon.com,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
amazon.com.br,7,"[['1', 3], ['2', 3], ['3', 41], ['4', 41], ['7', 41], ['8', 3], ['9', 41]]"
amazon.com.br.,5,"[['1', 1], ['3', 4], ['4', 4], ['7', 4], ['9', 3]]"
ambas,1,"[['9', 1]]"
ambient,2,"[['23', 2], ['24', 1]]"
ambiente,3,"[['11', 1], ['15', 2], ['18', 1]]"
ambientes,1,"[['20', 1]]"
america,4,"[['11', 1], ['15', 1], ['20', 1], ['60', 1]]"
american,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
amex,1,"[['9', 1]]"
amigos,3,"[['3', 1], ['21', 1], ['23', 1]]"
amoled,3,"[['3', 1], ['4', 1], ['15', 3]]"
amortecedores,1,"[['20', 1]]"
amostragem,1,"[['15', 1]]"
amp,1,"[['21', 1]]"
ampere,1,"[['3', 1]]"
ampla,3,"[['64', 1], ['68', 1], ['74', 1]]"
ampliar,2,"[['21', 1], ['23', 1]]"
amplificador,1,"[['18', 1]]"
amplio,1,"[['9', 1]]"
analisa,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
analisaremos,1,"[['23', 1]]"
analise,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['43', 1]]"
anarose10,1,"[['23', 1]]"
and,10,"[['9', 11], ['10', 2], ['11', 3], ['15', 3], ['16', 3], ['18', 3], ['21', 5], ['22', 27], ['23', 13], ['24', 2]]"
andar,15,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
andoird,1,"[['2', 1]]"
android,14,"[['2', 4], ['3', 1], ['8', 6], ['9', 3], ['10', 1], ['11', 3], ['15', 3], ['16', 5], ['18', 5], ['21', 1], ['23', 3], ['24', 1], ['70', 1], ['75', 1]]"
angola,2,"[['21', 1], ['23', 1]]"
anguila,2,"[['21', 1], ['23', 1]]"
angular,3,"[['11', 1], ['15', 1], ['18', 1]]"
angulo,1,"[['3', 1]]"
animados,1,"[['20', 1]]"
animais,1,"[['20', 1]]"
animal,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
animoji,1,"[['22', 1]]"
ano,4,"[['1', 1], ['3', 1], ['21', 1], ['23', 1]]"
anos,2,"[['3', 1], ['18', 1]]"
another,1,"[['9', 1]]"
anschalten,1,"[['3', 1]]"
ant,1,"[['24', 1]]"
antena,1,"[['3', 1]]"
anterior,3,"[['8', 1], ['20', 3], ['23', 5]]"
anteriormente,4,"[['3', 1], ['44', 1], ['45', 1], ['46', 1]]"
antes,8,"[['3', 10], ['4', 10], ['7', 8], ['9', 6], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
anti,4,"[['2', 2], ['3', 7], ['4', 5], ['7', 7]]"
antigos,2,"[['20', 1], ['22', 1]]"
antigua,2,"[['21', 2], ['23', 2]]"
antiques,1,"[['22', 1]]"
antivibracao,1,"[['60', 1]]"
anuidade,1,"[['60', 1]]"
anunciado,6,"[['3', 31], ['4', 30], ['7', 30], ['9', 30], ['21', 1], ['23', 1]]"
anunciados,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
anuncie,8,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['20', 1]]"
anuncio,4,"[['20', 1], ['21', 1], ['23', 1], ['24', 1]]"
anuncio.,4,"[['3', 2], ['21', 2], ['23', 2], ['24', 1]]"
anuncios,9,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['22', 2], ['24', 2]]"
any,3,"[['9', 1], ['10', 1], ['21', 1]]"
anyways.,1,"[['23', 1]]"
aos,2,"[['68', 1], ['74', 1]]"
apague,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
aparelho,3,"[['3', 4], ['4', 4], ['7', 7]]"
aparelho.,2,"[['3', 1], ['7', 2]]"
aparelhos,4,"[['3', 2], ['4', 2], ['7', 2], ['20', 1]]"
apenas,7,"[['3', 3], ['4', 2], ['7', 2], ['21', 4], ['23', 4], ['68', 1], ['74', 1]]"
apertar,1,"[['3', 1]]"
aperte,1,"[['20', 1]]"
aperture,1,"[['3', 1]]"
apesar,2,"[['3', 1], ['69', 1]]"
aplicacao,2,"[['3', 1], ['7', 1]]"
aplicaciones,1,"[['3', 1]]"
aplicacoes,3,"[['44', 1], ['45', 1], ['46', 1]]"
aplicado,5,"[['11', 2], ['15', 2], ['16', 2], ['18', 3], ['22', 1]]"
aplicado.,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
aplicar,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 1]]"
aplicativo,6,"[['1', 1], ['10', 2], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
aplicativo.,3,"[['3', 2], ['4', 2], ['7', 2]]"
aplicativos,9,"[['20', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
aplicaveis,4,"[['3', 4], ['4', 4], ['7', 4], ['9', 4]]"
aplicaveis.,2,"[['21', 1], ['23', 1]]"
aplicavel,5,"[['10', 1], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
apoie,1,"[['1', 1]]"
apoio,1,"[['18', 2]]"
apos,8,"[['3', 51], ['4', 51], ['7', 51], ['9', 50], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
app,4,"[['3', 1], ['7', 1], ['9', 2], ['43', 1]]"
apparently,1,"[['23', 1]]"
apple,6,"[['2', 1], ['9', 1], ['20', 1], ['22', 109], ['24', 29], ['43', 2]]"
apple.,1,"[['22', 1]]"
appropriate.,1,"[['23', 1]]"
approx..,1,"[['9', 1]]"
approximately,1,"[['9', 1]]"
apps,10,"[['1', 1], ['2', 1], ['3', 2], ['4', 1], ['7', 1], ['8', 1], ['9', 2], ['21', 1], ['68', 1], ['74', 1]]"
apresenta,2,"[['21', 2], ['23', 2]]"
apresentem,1,"[['43', 1]]"
aprimoramentos,3,"[['44', 1], ['45', 1], ['46', 1]]"
aproveita,1,"[['69', 1]]"
aproveitar,1,"[['43', 1]]"
aproveite,3,"[['1', 1], ['20', 1], ['75', 1]]"
aprox.,1,"[['24', 1]]"
aproximadamente,2,"[['21', 1], ['23', 1]]"
aquaticos,1,"[['20', 1]]"
aquela,1,"[['3', 1]]"
aquele,1,"[['4', 1]]"
aqui,14,"[['3', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['22', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 2], ['71', 1], ['74', 1], ['75', 1]]"
aqui.,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
arabe,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
arabes,13,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 2], ['23', 2]]"
arabia,6,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['23', 1]]"
are,1,"[['9', 2]]"
area,5,"[['3', 2], ['11', 1], ['15', 2], ['16', 1], ['18', 1]]"
area.,1,"[['16', 2]]"
arent,1,"[['22', 1]]"
arm,1,"[['18', 1]]"
armazem,8,"[['3', 1], ['4', 1], ['7', 1], ['10', 1], ['11', 20], ['15', 20], ['16', 20], ['18', 20]]"
armazem.,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
armazenamento,5,"[['3', 4], ['4', 1], ['7', 2], ['9', 2], ['22', 3]]"
armazens,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
armenio,3,"[['11', 1], ['15', 1], ['16', 1]]"
armor,1,"[['9', 3]]"
arnulfo,1,"[['43', 1]]"
arreglar,1,"[['3', 1]]"
arrependido.,1,"[['4', 1]]"
arrependimento,1,"[['43', 1]]"
arrived,1,"[['9', 1]]"
art,1,"[['22', 1]]"
arte,1,"[['20', 5]]"
artes,1,"[['20', 1]]"
artesanato,2,"[['20', 1], ['43', 2]]"
articulado,1,"[['2', 2]]"
articulavel,1,"[['2', 1]]"
articulos,1,"[['3', 1]]"
artificial,2,"[['2', 1], ['69', 1]]"
artigos,3,"[['8', 1], ['20', 2], ['43', 1]]"
arturo,1,"[['9', 1]]"
asi,1,"[['9', 1]]"
asia,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
asiaticas,1,"[['20', 1]]"
asin,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
ask,1,"[['23', 1]]"
aspecto,1,"[['75', 1]]"
aspirador,1,"[['60', 1]]"
aspire,1,"[['60', 1]]"
assames,2,"[['11', 1], ['15', 1]]"
assegure,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
assessoria,1,"[['43', 1]]"
assim,5,"[['4', 1], ['68', 1], ['69', 1], ['74', 1], ['75', 1]]"
assine,3,"[['68', 1], ['70', 1], ['74', 1]]"
assista,1,"[['70', 2]]"
assistencia,1,"[['43', 1]]"
assistir,3,"[['3', 1], ['69', 1], ['75', 1]]"
associado,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
assume,2,"[['21', 2], ['23', 2]]"
assumption,1,"[['9', 1]]"
assuntos,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
asus,3,"[['7', 1], ['43', 1], ['69', 5]]"
atacado,6,"[['4', 2], ['10', 1], ['11', 3], ['15', 3], ['16', 3], ['18', 3]]"
ate,22,"[['1', 6], ['2', 17], ['3', 95], ['4', 92], ['7', 91], ['8', 28], ['9', 86], ['11', 3], ['15', 5], ['16', 3], ['18', 4], ['21', 2], ['23', 2], ['24', 1], ['43', 2], ['64', 3], ['68', 3], ['69', 4], ['70', 6], ['71', 3], ['74', 3], ['75', 3]]"
atencao,2,"[['3', 1], ['15', 1]]"
atencioso,1,"[['3', 2]]"
atende,1,"[['3', 1]]"
atendida,1,"[['22', 1]]"
atendimento,21,"[['1', 1], ['2', 1], ['3', 4], ['4', 3], ['7', 3], ['8', 1], ['9', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 4], ['60', 2], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
ativados,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
atras,1,"[['3', 2]]"
atrasos,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
att,1,"[['21', 6]]"
attributed,1,"[['23', 1]]"
atual,5,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 4]]"
atualizacao,6,"[['3', 2], ['4', 1], ['11', 1], ['15', 1], ['21', 1], ['23', 1]]"
atualmente,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
audio,19,"[['2', 2], ['3', 4], ['4', 4], ['7', 4], ['8', 3], ['9', 2], ['11', 1], ['15', 1], ['18', 1], ['20', 1], ['43', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
aufrecht,1,"[['3', 1]]"
augusto,1,"[['3', 2]]"
aumentar,1,"[['3', 1]]"
aumente,1,"[['20', 1]]"
aun,1,"[['9', 1]]"
aunque,1,"[['3', 1]]"
auricolari,1,"[['22', 1]]"
aurora,1,"[['23', 2]]"
aus,1,"[['3', 1]]"
australia,14,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 2], ['21', 2], ['23', 2]]"
austria,3,"[['15', 1], ['21', 2], ['23', 2]]"
autenticidade,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
automacao,1,"[['20', 1]]"
automotivo,8,"[['1', 1], ['2', 1], ['3', 3], ['4', 3], ['7', 3], ['8', 1], ['9', 3], ['43', 2]]"
automotivos,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
automoveis,2,"[['10', 1], ['20', 3]]"
autorais,1,"[['23', 1]]"
auxiliam,1,"[['75', 1]]"
av.,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
available,1,"[['22', 1]]"
avaliacao,8,"[['2', 1], ['3', 11], ['4', 5], ['7', 5], ['8', 1], ['9', 7], ['23', 2], ['24', 2]]"
avaliacoes,7,"[['3', 19], ['4', 16], ['7', 16], ['9', 14], ['22', 36], ['23', 12], ['24', 11]]"
avaliadas,1,"[['1', 1]]"
avaliado,4,"[['3', 13], ['4', 8], ['7', 8], ['9', 5]]"
avaliador,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
avaliados,3,"[['2', 1], ['3', 1], ['7', 1]]"
avancada,6,"[['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1], ['69', 1]]"
aveludado,1,"[['2', 1]]"
aventura,7,"[['1', 2], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
aviso.,9,"[['3', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
away,1,"[['22', 1]]"
awesome,1,"[['23', 2]]"
azerbaijani,1,"[['18', 1]]"
azerbaijao,2,"[['11', 1], ['15', 1]]"
azul,9,"[['2', 12], ['3', 3], ['4', 2], ['7', 6], ['8', 4], ['9', 3], ['22', 2], ['60', 1], ['70', 3]]"
b07nzxxzb2,1,"[['9', 1]]"
b0919n2p7j,1,"[['3', 1]]"
b093x62tgm,1,"[['7', 1]]"
b0973nzt25,1,"[['4', 1]]"
b12,2,"[['11', 1], ['15', 1]]"
b13,1,"[['15', 1]]"
b17,2,"[['11', 1], ['15', 1]]"
b18,1,"[['15', 1]]"
b19,1,"[['15', 2]]"
b1c,1,"[['15', 1]]"
b1i,1,"[['15', 1]]"
b20,3,"[['11', 1], ['15', 1], ['16', 1]]"
b26,1,"[['15', 1]]"
b28,2,"[['11', 1], ['15', 1]]"
b2a,1,"[['15', 1]]"
b32,2,"[['11', 1], ['15', 1]]"
b38,2,"[['11', 1], ['15', 1]]"
b40,3,"[['11', 1], ['15', 1], ['18', 1]]"
b41,2,"[['11', 1], ['15', 1]]"
b42,1,"[['15', 1]]"
b66,2,"[['11', 1], ['15', 1]]"
baby,1,"[['22', 1]]"
back,1,"[['9', 1]]"
bad,1,"[['23', 1]]"
bahamas,2,"[['21', 2], ['23', 2]]"
bahrain,2,"[['21', 2], ['23', 2]]"
bahrein,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
baixar,5,"[['10', 2], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
baixe,13,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
baixo,1,"[['3', 1]]"
baixo.,1,"[['4', 1]]"
baixos,1,"[['22', 2]]"
baixou,1,"[['3', 1]]"
ballistix,1,"[['60', 1]]"
bancario,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
band,3,"[['2', 5], ['10', 1], ['21', 1]]"
band.,1,"[['24', 1]]"
banggood,5,"[['10', 7], ['11', 4], ['15', 4], ['16', 4], ['18', 4]]"
banggood.com,5,"[['10', 2], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bangladesh,4,"[['11', 1], ['15', 1], ['21', 2], ['23', 2]]"
banho,2,"[['20', 1], ['43', 2]]"
bank,4,"[['2', 2], ['3', 1], ['4', 1], ['7', 1]]"
banner,1,"[['20', 1]]"
banorte,1,"[['9', 1]]"
bar,4,"[['20', 1], ['21', 1], ['23', 2], ['24', 1]]"
barato,1,"[['71', 1]]"
barbados,2,"[['21', 2], ['23', 2]]"
barbear,1,"[['20', 1]]"
barbuda,2,"[['21', 2], ['23', 2]]"
bargain,1,"[['9', 1]]"
barometer,1,"[['24', 1]]"
barros,1,"[['7', 1]]"
basco,3,"[['11', 1], ['15', 1], ['18', 1]]"
base,2,"[['24', 8], ['60', 1]]"
baseada,2,"[['23', 1], ['24', 1]]"
baseado,2,"[['11', 1], ['15', 1]]"
baseados,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
based,1,"[['23', 1]]"
baseiam,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bases,1,"[['2', 1]]"
bastante,3,"[['3', 1], ['4', 5], ['7', 1]]"
bateria,14,"[['2', 1], ['3', 14], ['4', 7], ['7', 4], ['8', 4], ['9', 5], ['11', 3], ['15', 3], ['16', 4], ['18', 3], ['23', 2], ['24', 2], ['69', 2], ['70', 2]]"
bateria.,2,"[['68', 1], ['74', 1]]"
bateria...,1,"[['3', 1]]"
baterias,5,"[['3', 3], ['4', 1], ['7', 3], ['8', 1], ['9', 2]]"
batteries,1,"[['22', 1]]"
battery,3,"[['22', 1], ['23', 2], ['24', 2]]"
bayshine,1,"[['23', 2]]"
be.,1,"[['9', 1]]"
beach,1,"[['22', 1]]"
bears,1,"[['22', 1]]"
beaten.,1,"[['22', 1]]"
beauty,2,"[['20', 1], ['22', 1]]"
bebe,2,"[['1', 1], ['43', 1]]"
bebes,8,"[['1', 3], ['2', 3], ['3', 7], ['4', 7], ['7', 7], ['8', 3], ['9', 7], ['43', 2]]"
bebgali,2,"[['11', 1], ['15', 1]]"
bebidas,7,"[['1', 3], ['2', 2], ['3', 8], ['4', 8], ['7', 8], ['8', 2], ['9', 8]]"
been,5,"[['9', 1], ['11', 3], ['15', 3], ['16', 3], ['18', 3]]"
beidou,3,"[['11', 1], ['15', 1], ['18', 1]]"
beim,1,"[['3', 1]]"
beleza,10,"[['1', 2], ['2', 2], ['3', 4], ['4', 4], ['7', 4], ['8', 2], ['9', 4], ['10', 1], ['20', 5], ['43', 3]]"
beleza.,1,"[['69', 1]]"
belgica,3,"[['15', 1], ['21', 2], ['23', 2]]"
believe,1,"[['9', 1]]"
belissimo,1,"[['4', 1]]"
belize,2,"[['21', 2], ['23', 2]]"
below,1,"[['21', 2]]"
bem,10,"[['1', 1], ['3', 5], ['4', 6], ['7', 2], ['10', 2], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 2]]"
beneficio,4,"[['3', 6], ['4', 1], ['23', 2], ['24', 2]]"
beneficio.,1,"[['4', 1]]"
beneficios,5,"[['10', 3], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
bengali,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bens,4,"[['11', 3], ['15', 3], ['16', 3], ['18', 3]]"
bermuda,2,"[['21', 2], ['23', 2]]"
besser.,1,"[['3', 1]]"
better,1,"[['9', 2]]"
beware,1,"[['23', 1]]"
bezerra,1,"[['7', 1]]"
bgpay,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bicicletas,1,"[['2', 1]]"
bielo,3,"[['11', 1], ['15', 1], ['18', 1]]"
bien,2,"[['3', 3], ['9', 1]]"
bien...,1,"[['3', 1]]"
bigger.,1,"[['23', 1]]"
bijuteria,1,"[['20', 1]]"
bionic,2,"[['22', 2], ['24', 1]]"
bip,1,"[['2', 1]]"
birmanes,2,"[['16', 1], ['18', 2]]"
birthday,1,"[['10', 2]]"
bits,1,"[['15', 1]]"
bivolt,2,"[['2', 1], ['60', 1]]"
bl8g30c15u4b,1,"[['60', 1]]"
black,20,"[['1', 4], ['2', 10], ['3', 6], ['4', 6], ['7', 5], ['8', 2], ['9', 1], ['21', 5], ['22', 7], ['23', 16], ['24', 8], ['43', 4], ['60', 1], ['64', 1], ['68', 1], ['69', 3], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
blacks,1,"[['43', 1]]"
blason,2,"[['8', 1], ['9', 1]]"
blast,1,"[['22', 1]]"
blau,1,"[['22', 1]]"
blindado,1,"[['2', 1]]"
blogger,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bloqueia,1,"[['3', 1]]"
bloqueio,2,"[['3', 2], ['22', 1]]"
blu,7,"[['1', 3], ['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2]]"
blue,8,"[['2', 9], ['3', 4], ['4', 5], ['7', 5], ['21', 1], ['22', 6], ['24', 2], ['60', 2]]"
bluetooth,12,"[['2', 5], ['8', 2], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['22', 1], ['23', 3], ['24', 2], ['43', 1], ['60', 1]]"
blur,1,"[['3', 1]]"
boa,2,"[['3', 5], ['4', 2]]"
boas,2,"[['3', 3], ['4', 1]]"
boasts,1,"[['22', 1]]"
bobcat,1,"[['21', 2]]"
bobcat_wireless,1,"[['21', 4]]"
bocas,1,"[['43', 1]]"
bokeh,2,"[['68', 1], ['74', 1]]"
boleto,11,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
boleto.,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
bolivia,2,"[['21', 2], ['23', 2]]"
bolsas,9,"[['1', 2], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['20', 1]]"
bolso,1,"[['3', 1]]"
bom,7,"[['3', 3], ['7', 4], ['21', 44], ['22', 10], ['23', 34], ['24', 3], ['70', 1]]"
bom.,2,"[['3', 1], ['4', 1]]"
bonecos,1,"[['20', 1]]"
bonita,1,"[['4', 2]]"
bonus,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
books,1,"[['22', 1]]"
boombox,1,"[['2', 2]]"
boost,2,"[['21', 1], ['24', 1]]"
boosted,1,"[['22', 1]]"
boot,1,"[['23', 1]]"
bosnio,2,"[['11', 1], ['15', 1]]"
botao,4,"[['3', 3], ['4', 1], ['7', 1], ['9', 1]]"
both,2,"[['22', 2], ['23', 1]]"
botoes,1,"[['3', 1]]"
botoesinhos.,1,"[['3', 1]]"
botsuana,2,"[['21', 1], ['23', 1]]"
bought,2,"[['9', 1], ['23', 1]]"
bowes,2,"[['21', 5], ['23', 5]]"
box,6,"[['2', 2], ['9', 1], ['21', 1], ['23', 1], ['24', 1], ['43', 1]]"
box.,1,"[['9', 1]]"
boxe,1,"[['20', 1]]"
boxwave,1,"[['2', 1]]"
braga,1,"[['4', 1]]"
branco,5,"[['2', 9], ['8', 6], ['9', 8], ['21', 4], ['22', 5]]"
brand,4,"[['9', 1], ['21', 3], ['23', 3], ['24', 1]]"
brandy,1,"[['3', 1]]"
brasil,14,"[['1', 1], ['2', 1], ['3', 10], ['4', 10], ['7', 12], ['8', 1], ['9', 3], ['10', 3], ['11', 4], ['15', 4], ['16', 3], ['18', 3], ['21', 4], ['23', 4]]"
brasil.,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
brasileiro,2,"[['4', 2], ['7', 2]]"
brasileiro.,1,"[['4', 2]]"
brasilia,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
brastemp,1,"[['43', 1]]"
brazil,4,"[['11', 7], ['15', 7], ['16', 7], ['18', 7]]"
break,1,"[['22', 1]]"
breno,1,"[['3', 1]]"
bricks1314,1,"[['24', 1]]"
brighter,1,"[['22', 1]]"
brilho,3,"[['3', 3], ['15', 2], ['18', 1]]"
brilliant,1,"[['9', 1]]"
"brilliant,get",1,"[['9', 1]]"
brindes,5,"[['10', 2], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
brinquedos,10,"[['1', 2], ['2', 2], ['3', 4], ['4', 4], ['7', 4], ['8', 2], ['9', 4], ['10', 1], ['20', 1], ['43', 2]]"
britanicas,2,"[['21', 1], ['23', 1]]"
bronze,4,"[['2', 3], ['3', 2], ['4', 7], ['7', 2]]"
brose,1,"[['3', 1]]"
browse,5,"[['11', 2], ['15', 2], ['16', 2], ['18', 2], ['22', 1]]"
brt,3,"[['21', 1], ['22', 4], ['23', 1]]"
bruna,1,"[['4', 2]]"
brunei,2,"[['21', 2], ['23', 2]]"
bts,1,"[['23', 1]]"
bucal,1,"[['20', 1]]"
budget,1,"[['9', 1]]"
buena,1,"[['3', 4]]"
bugs,1,"[['10', 1]]"
built,1,"[['60', 1]]"
bulgaria,3,"[['15', 1], ['21', 2], ['23', 2]]"
bulgaro,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
bundle,1,"[['21', 2]]"
burma,2,"[['21', 1], ['23', 1]]"
business,1,"[['22', 1]]"
bussola,3,"[['11', 1], ['15', 1], ['18', 1]]"
but,3,"[['9', 5], ['22', 1], ['23', 2]]"
buy,7,"[['9', 4], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['21', 1], ['23', 2]]"
buying,2,"[['9', 3], ['22', 1]]"
bzw,1,"[['3', 1]]"
c20w,1,"[['2', 1]]"
c3tech,1,"[['2', 2]]"
c7company,1,"[['7', 1]]"
cabelo,1,"[['10', 1]]"
cabelos,1,"[['20', 1]]"
